citation,citation_2014,email,hindex,hindex_2014,iindex,iindex_2014,maxyear,minyear,name,position,tags,totaltitle
10208,5177,No verified email - ,45,31,123,92,2019,1997,Kathleen Marchal,"Dept of Plant Biotechnology and Bioinformatics,  Dept of Information Technology, Ghent University Homepage None","Bioinformatics,microbiology,motif detection,networks",339
10196,4341,Verified email at kuicr.kyoto-u.ac.jp,44,30,181,114,2019,1988,Tatsuya Akutsu,"Professor, Bioinformatics Center, Institute for Chemical Research,  Kyoto University None","Bioinformatics,Discrete Algorithms",660
10209,2646,Verified email at uiowa.edu - ,47,27,96,50,2019,1983,Thomas Casavant,"Professor of Electrical and Computer Engineering, Biomedical Engineering, Chair in Bioinformatics and Computational Biology Homepage None","Bioinformatics,Computational Biology,Genomics,High Performance Computing,Software Engineering",310
10294,5683,Verified email at bii.a-star.edu.sg,51,34,177,136,2019,1987,Chandra Verma,Bioinformatics Institute None None,,393
39000,26471,Verified email at cs.ucla.edu - ,77,60,185,169,2019,1758,Amit Sahai,"Symantec Chair Professor of Computer Science,  UCLA ; Director of Center for Encrypted Functionalities","Cryptography,Theoretical Computer Science,Computational Complexity,Information Theory,Secure Computation",359
39005,17003,Verified email at mit.edu,66,53,129,113,2019,1987,Marc Baldo,", Dept of Electrical Engineering and Computer Science MIT None",,300
39016,15011,Verified email at cs.orst.edu - ,73,48,195,126,2019,1978,Thomas Dietterich,"Distinguished Professor (Emeritus), Computer Science,  Oregon State University None","Machine Learning,Computational Sustainability,Artificial Intelligence,Reinforcement Learning",402
38993,19830,Verified email at pku.edu.cn - ,90,63,690,407,2019,1970,Wen Gao,"Professor of Computer Science,  Peking University None","video coding,video processing,computer vision,multimedia",1872
39511,9094,Verified email at cs.rutgers.edu,58,25,105,45,2018,1979,tomasz imielinski,"Professor of Computer Science,  Rutgers University None","Data Mining,Search Technology",207
39852,8640,Verified email at cs.wisc.edu,86,36,206,89,2019,1926,Miron Livny,"Professor of Computer Science,  University of wisconsin-Madison None","High Throughput Computing,Distributed Systems",451
39891,18193,Verified email at nd.edu - ,77,49,259,152,2019,1944,Kevin W. Bowyer,"Schubmehl-Prein Family Professor of Computer Science and Engineering,  University of Notre Dame None","Biometrics,Pattern Recognition,Computer Vision,Data Mining",624
40080,21586,Verified email at mit.edu - ,99,77,221,204,2019,1984,Sangeeta N. Bhatia,"John J. and Dorothy Wilson Professor of Health Sciences and Technology and Electrical Engineering and Computer Science,  Massachusetts Institute of Technology None",Multiscale Regenerative Technologies,482
40155,21346,Verified email at stanford.edu,82,64,217,178,2019,1988,Dan Jurafsky,"Professor of Linguistics and Computer Science,  Stanford University None","Natural Language Processing,Speech Recognition,Computational Linguistics,Linguistics,Computational Social Science",300
10464,5383,Verified email at crg.eu,18,17,19,17,2019,2004,Francisco Câmara,Bioinformatics support (genome annotation) Bioinformatics None,"Bioinformatics,gene prediction,genome annotation",27
10482,6243,Verified email at ugent.be - ,58,47,133,118,2019,1992,Wim Van Criekinge,"Professor Bioinformatics,  University of Ghent None","Bioinformatics,Computational Biology,Epigenetics,Cancer",350
10702,9055,Verified email at uzh.ch,19,15,24,17,2019,2002,Stefan Wyder, / SIB Swiss Institute of Bioinformatics University of Zurich None,"Computational Biology,Bioinformatics,Genomics,Evolution,Gene Networks",33
10618,9487,Verified email at bham.ac.uk - ,43,41,72,68,2019,1997,Nicholas J Loman,"Professor of Microbial Genomics and Bioinformatics,  University of Birmingham None","Bioinformatics,Genomics,Microbiology,High-throughput Sequencing,Molecular Biology",124
10709,2996,Verified email at celgene.com,22,15,26,20,2018,1999,Brian A. Fox,Principal Bioinformatics Scientist Bioinformatics None,"Bioinformatics,Translational Research",90
10776,7173,Verified email at unige.ch,31,23,36,24,2018,1999,Evgenia V. Kriventseva,", Swiss Institute of Bioinformatics University of Geneva None","Comparative genomic,Evolution,Orthology",61
10849,5771,Verified email at sib.swiss - ,27,22,29,28,2019,1998,Ivo Pedruzzi,"Swiss-Prot group, SIB Swiss Institute of Bioinformatics Homepage None","Bioinformatics,Databases",41
10920,3715,No verified email - ,44,31,76,61,2019,1984,William Reinhold,"Genomics and Bioinformatics Group, National Cancer Institute Homepage None","Bioinformatics,cancer biology",184
10942,3188,Verified email at soton.ac.uk - ,54,27,143,72,2019,1990,Andrew Collins,"Professor of Genetic Epidemiology and Bioinformatics,  University of Southampton None",Human Genetics,348
40262,18760,Verified email at mail.huji.ac.il,70,50,114,86,2019,1990,Yair Weiss,"Professor of Computer Science,  Hebrew University None","Machine Learning,Computer Vision,Human Vision",208
40730,21448,Verified email at usc.edu - ,67,53,166,126,2019,1989,Laurent Itti,"Professor of Computer Science,  University of Southern California None","Computational neuroscience,machine vision,artificial intelligence",378
40320,25555,Verified email at princeton.edu - ,81,67,240,207,2019,1991,Thomas L. Griffiths,"Professor of Psychology and Computer Science,  Princeton University None","Computational Models of Cognition,Cognitive Science,Machine Learning,Cognitive Psychology,Bayesian Statistics",517
40816,10436,Verified email at cs.dal.ca - ,49,32,160,87,2019,1978,Evangelos Milios,"Professor of Computer Science,  Dalhousie University None","Text mining,social network analysis,text visualization,visual analytics",394
40842,10084,No verified email,94,50,418,180,2019,1961,hamada zahraa,                                Assistant Lecturer in computer science None None,,1283
41058,16875,Verified email at cs.ucsd.edu - ,67,46,139,111,2019,1957,Vineet Bafna,"Professor, Computer Science & Engineering,  University of California, San Diego None","Bioinformatics,Computational Biology",247
40776,24218,Verified email at unb.ca,83,61,766,496,2017,1957,Harry Zhang,"Professor of Computer Science,  University of New Brunswick None","machine learning,data mining,artificial intelligence",3106
11148,4758,Verified email at unil.ch - ,44,31,91,73,2019,1997,Marc Robinson-Rechavi,"Professor of Bioinformatics,  University of Lausanne  and Swiss Institute of Bioinformatics","evolution,bioinformatics,genomics,biocuration",169
11219,6839,Verified email at birc.au.dk,51,36,96,73,2019,1996,Mikkel Heide Schierup,"Professor, Bioinformatics Research Centre,  Aarhus University None","Population genetics,Evolutionary genomics,Evolutionary genetics",160
11363,9221,Verified email at uncc.edu,34,28,54,50,2019,1996,Anthony Fodor,Dept. of Bioinformatics and Genomics ;  University of North Carolina at Charlotte None,"Bioinformatics,genomics",113
41081,15667,Verified email at purdue.edu - ,98,61,600,338,2019,1900,Elisa Bertino,"Professor of Computer Science, Director of Cyber Center,  Purdue University None","Computer Security,Data Privacy,Database Systems",1657
11637,6165,Verified email at psu.edu - ,32,29,46,44,2019,1997,Istvan Albert,"Professor of Bioinformatics,  Pennsylvania State University None","Bioinformatics,Computer Science,Physics",82
11456,6738,Verified email at ucsd.edu,57,44,151,131,2019,1980,Loki Natarajan,"Professor of Biostatistics and Bioinformatics,  University of California San Diego None","biostatistics,bioinformatics,computational biology",315
11888,5318,Verified email at scilifelab.se,27,23,28,27,2019,2002,Pär Engström,"Bioinformatics specialist,  Science for Life Laboratory , Stockholm University","Genomics,Bioinformatics,Transcriptomics,Cancer",33
12036,4616,Verified email at llnl.gov - ,22,21,28,25,2019,1997,Jonathan E Allen,"Bioinformatics Scientist,  Lawrence Livermore National Laboratory None","Bioinformatics,Genomics,Metagenomics,Machine learning",64
12128,7614,Verified email at archerdx.com,30,30,32,31,2019,2005,Aaron Berlin,"Senior Bioinformatic Scientist, ArcherDx genome assembly None","genome assembly,bioinformatics",68
12127,5034,Verified email at iq.usp.br - ,46,38,87,70,2019,1987,João Carlos Setubal,"Professor of Bioinformatics,  University of Sao Paulo None","Microbiomes,Genomics,Metagenomics,Transcriptomics,Bioinformatics",272
41170,10543,Verified email at cs.utexas.edu - ,65,38,191,75,2019,1899,Dana Ballard,"Professor of Computer Science,  University of Texas at Austin None","Neuroscience,Computational neuroscience,motor control",490
12212,9794,No verified email,46,43,282,241,2020,1980,Wei Chen,"Graduate Institute of Biomedical Electronics and Bioinformatics, National Taiwan University Pattern Recognition None",Pattern Recognition,913
41173,14216,Verified email at icsi.berkeley.edu - ,91,59,229,170,2019,1982,Michael Luby,International Computer Science Institute Homepage None,"coding theory,distributed reliable storage,cryptography,randomized algorithm,monte carlo algorithms",410
41449,35543,Verified email at cs.jhu.edu - ,26,26,29,29,2019,2007,Ben Langmead,"Associate Professor of Computer Science,  Johns Hopkins University None","Sequence Alignment,Computational Genomics,Cloud Computing,Computer Science",59
42198,7270,Verified email at weizmann.ac.il - ,77,38,212,116,2019,1971,David Harel,"Professor of Computer Science, The  Weizmann Institute None","computer science,systems biology",530
42352,9475,Verified email at cs.vu.nl - ,75,36,255,105,2018,1899,Andrew Tanenbaum,"Professor of Computer Science,  Vrije Universiteit, Amsterdam None",Operating systems,614
42592,14507,Verified email at manchester.ac.uk - ,75,44,187,124,2020,1980,Tim Cootes,"Professor of Computer Vision, Imaging Sciences/Computer Science/BII, The  University of Manchester None","Computer Vision,Medical Image Analysis,Medical Image Computing,Medical Imaging",369
41394,15337,Verified email at cse.ohio-state.edu,87,53,576,285,2019,12,James W. Davis,"Professor of Computer Science,  Ohio State University None",Computer Vision,3039
42975,12387,Verified email at cis.upenn.edu - ,86,49,220,158,2019,1970,Rajeev Alur,"Zisman Family Professor of Computer and Information Science,  University of Pennsylvania None","Formal methods,Cyber-physical systems,Programming languages,Automata theory,Logic in computer science",420
43227,14719,Verified email at berkeley.edu - ,90,58,207,144,2019,1969,Joseph Hellerstein,"Professor of Computer Science,  UC Berkeley None","Databases,Distributed Systems",360
12279,9401,Verified email at binf.ku.dk - ,52,46,87,77,2019,2006,Anders Albrechtsen,", Bioinformatics Center Copenhagen university None",,147
12311,7888,Verified email at crea.gov.it - ,55,43,147,115,2019,1987,Luigi Cattivelli,CREA Research Centre for Genomics and Bioinformatics Homepage None,,485
12572,7719,Verified email at wakehealth.edu - ,54,41,213,163,2019,1982,Xiaobo Zhou,"Professor of Radiology, Bioinformatics and Systems Biology,  Wake Forest University  School of","Bioinformatics,Systems Biology,Imaging informatics,Clinical informatics,Machine Learning",640
43050,23944,Verified email at njit.edu - ,86,62,969,543,2018,1956,Jason T. L. Wang,"Professor of Computer Science,  New Jersey Institute of Technology None","Data Mining,Databases,Machine Learning,Computational Biology",3091
12605,8465,Verified email at uni-tuebingen.de - ,57,42,156,136,2019,1998,Oliver Kohlbacher,"Professor for Applied Bioinformatics,  University of Tübingen None","Bioinformatics,Computational Biology,Computer Science,Immunoinformatics,Proteomics",427
12667,4805,Verified email at nottingham.ac.uk - ,34,30,79,73,2019,2000,Richard D Emes,"Professor of Bioinformatics,  University of Nottingham None","Bioinformatics,Genomics,Epigenetics,Evolution,computational biology",166
12750,5092,Verified email at uni.lu - ,43,31,85,63,2019,1990,Reinhard Schneider,"Head of Bioinformatics Core Facility, Luxembourg Centre for Systems Biomedicine (LCSB), University Homepage None","Systems Biology,Bioinformatics,VIsualization,High performance computing",178
13016,11473,Verified email at scilifelab.se - ,39,33,65,61,2019,1996,Bengt Sennblad,"Senior bioinformatics researcher, NBIS/Department of Biochemistry and Biophysics, Stockholm Homepage None","Computational biology,human genetics,comparative genomics,biostatistics,population genetics",112
13048,9727,Verified email at biobam.com - ,16,16,19,19,2019,2004,Stefan Götz,"Founder and CEO, BioBam Bioinformatics S.L. Homepage None","bioinformatics,computational biology,genomics,computer science",60
12579,7871,Verified email at nic.in,48,36,282,172,2020,1754,Rituparna Sarma,"Research Scholar, Bioinformatics Infrastructure Facility, Zoology Department, Gauhati University Ageing and Computational Biology None",Ageing and Computational Biology,3160
43276,26391,Verified email at epfl.ch - ,89,63,309,222,2019,1986,Pascal Fua,"Professor Computer Science,  EPFL None","Computer Vision,Augmented Reality,Biomedical Imaging,Machine Learning",482
43369,15091,Verified email at sbi.jp,79,53,276,139,2019,1976,Hiroaki Kitano,"The Systems Biology Institute, Director / Sony Computer Science Laboratories, Inc., President and CEO / Okinawa Institute of Science and Technology, Professor systems biology None","systems biology,artificial intelligence,robotics,scientific discovery",690
43779,16195,Verified email at mpi-inf.mpg.de,105,62,579,349,2019,1913,Hans-Peter Seidel,"Professor of Computer Science,  Max Planck Institute for Informatics , Saarland Informatics Campus","Computer Graphics,Geometric Modeling,Geometry Processing,Rendering,Video Processing",1215
43335,33738,No verified email,70,56,690,531,2019,1953,Sanjoy Kumar Saha,"Associate Professor, Jadavpur University, Computer Science & Engg. Department, Kolkata, India Image Processing None","Image Processing,Multimedia",3192
43932,17872,Verified email at cs.duke.edu,60,41,109,70,2019,1981,Carlo Tomasi,"Professor of Computer Science,  Duke University None",Computer Vision,235
43923,28103,Verified email at uta.edu - ,82,66,484,402,2019,1981,Chris H.Q. Ding,"Professor of computer science,  University of Texas, Arlington None","machine learning,data mining,bioinformatics,computer vision",1493
44394,13478,Verified email at cs.columbia.edu - ,77,42,211,120,2019,1950,Steven Feiner,"Professor of Computer Science,  Columbia University None","Human-Computer Interaction,Augmented Reality,Virtual Reality,3D User Interfaces,Wearable Computing",499
44857,22841,Verified email at cs.ucr.edu - ,89,72,194,171,2019,1968,Eamonn Keogh,"Professor of Computer Science,  University of California - Riverside None","Data Mining,Time Series,Time Series Mining",375
44892,28663,Verified email at umd.edu - ,54,48,87,81,2019,1996,Mihai Pop,"Professor of Computer Science,  University of Maryland, College Park None",Bioinformatics,165
13153,8861,Verified email at helix.com,17,16,17,16,2014,2005,Simon White,Staff Bioinformatics Scientist at Helix RNASeq None,"RNASeq,gene prediction,variant annotation / prioritization,big data,hadoop",18
13181,3859,Verified email at seraprognostics.com,30,26,40,34,2019,1998,Julja Burchard,"Director, Bioinformatics, Sera Prognostics computational biology None","computational biology,serum proteomics,epigenetic regulation,RNA interference",71
44298,30424,No verified email,79,68,1017,733,2018,1954,Linghao Zhang,"Department of Computer Science, Nanjing University software testing None","software testing,self-adaptive systems",3132
13212,5099,Verified email at ucd.ie,57,37,147,96,2019,1987,Denis Shields,"Professor of Clinical Bioinformatics,  University College Dublin None",Bioinformatics,292
13338,4284,Verified email at uea.ac.uk,25,25,36,34,2019,2004,Simon Moxon,"Associate Professor of Bioinformatics,  University of East Anglia None","Bioinformatics,miRNA,RNA,small RNA,next generation sequencing",54
13487,5604,Verified email at ut.ee - ,41,30,74,53,2019,1992,Jaak Vilo,"Prof. of Bioinformatics, Institute of Computer Science,  University of Tartu , Estonia","Bioinformatics,Data Mining,Health IT,#unitartucs",156
13438,4487,Verified email at ncl.ac.uk,36,27,85,59,2019,1887,Anil Wipat,Professor of Bioinformatics  Newcastle University None,"bioinformatics,data integration,synthetic biology,systems biology",212
13503,4435,Verified email at umontreal.ca - ,53,33,105,67,2019,1974,Gertraud Burger,"Robert-Cedergren-Centre for Bioinformatics and Genomics,  Universite de Montreal None","Genome evolution,organelles,primitive eukaryotes",159
13542,6596,Verified email at biologie.uni-freiburg.de - ,58,41,155,120,2019,1991,Wolfgang R. Hess,Professor for Experimental Bioinformatics and Genetics Homepage None,"microbial genomics,RNA biology,native CRISPR systems,cyanobacteria & plants,regulation of photosynthesis",277
13602,3485,Verified email at uwindsor.ca - ,39,24,62,38,2017,1982,William Crosby,"Professor of Molecular Biology and Bioinformatics,  University of Windsor None",,119
13750,5655,Verified email at emory.edu,53,35,142,107,2019,1967,Lance A. Waller,"Professor of Biostatistics and Bioinformatics, Rollins School of Pubic Health,  Emory University None","Spatial statistics,public health,environmental statistics,biostatistics,epidemiology",353
45380,19809,Verified email at cs.washington.edu - ,84,57,159,129,2019,1994,Pedro Domingos,"Professor of Computer Science and Engineering,  University of Washington None","Machine Learning,Artificial Intelligence,Data Science",299
45390,15767,Verified email at weizmann.ac.il - ,90,58,196,147,2019,1982,Moni Naor,"Professor of Computer Science,  Weizmann Institute of Science None",,409
45430,15036,Verified email at illinois.edu - ,77,49,314,152,2020,1957,William Gropp,"Professor of Computer Science,  University of Illinois None","High performance computing,HPC,Parallel computing,Scientific Computing",799
45562,6578,Verified email at csail.mit.edu - ,67,31,134,64,2019,1950,rodney brooks,"Professor of Computer Science,  MIT None","artificial intelligence,robotics,computer vision",320
45793,26375,Verified email at utoronto.ca - ,82,69,165,158,2019,1999,Gary Bader,"Professor of Molecular Genetics and Computer Science, The Donnelly Centre,  University of Toronto None","Computational Biology,Network and Pathway Analysis,Bioinformatics",263
46399,15197,Verified email at cs.stanford.edu - ,72,48,124,100,2019,1970,Marc Levoy,"Professor of Computer Science, Emeritus,  Stanford University None","Computer graphics,computational photography",215
46836,18072,Verified email at eng.ucsd.edu - ,70,46,163,103,2019,1980,David Kriegman,"Professor of Computer Science,  University of California, San Diego None","Computer Vision,Biometrics",320
46927,10503,Verified email at csail.mit.edu - ,60,31,133,64,2019,1968,Berthold Horn,"Professor of Electrical Engineering and Computer Science,  MIT None","Machine Vision,Computational Imaging",318
47669,10175,Verified email at csail.mit.edu,65,35,142,87,2019,1971,David Clark,"Senior Research Scientist, Computer Science and AI Lab,  MIT None","Computer networks,Internet,network performance,policy",383
47415,22683,Verified email at cs.cinvestav.mx,85,61,363,253,2020,1957,Carlos A. Coello Coello,"Professor of Computer Science,  CINVESTAV -IPN","Evolutionary algorithms,multi-objective optimization,evolutionary computation,particle swarm optimization",941
13778,11031,Verified email at radboudumc.nl - ,52,43,133,119,2019,1979,Peter A.C. 't Hoen,"Professor Bioinformatics, Centre for Molecular and Biomolecular Informatics, Radboudumc Nijmegen Homepage None","bioinformatics,data integration,genomics",220
14045,3392,Verified email at bu.edu - ,46,19,77,32,2018,1973,Thomas D. Tullius,"Professor of Chemistry and Director, Program in Bioinformatics,  Boston University None","DNA structure,RNA structure,chemical probes of DNA and RNA shape and structure,genomics",150
13860,6362,Verified email at vu.nl,40,24,82,52,2019,1984,Jaap Heringa,"Professor of Bioinformatics,  Vrije Universiteit Amsterdam None",Bioinformatics,241
14169,11373,Verified email at stjude.org - ,21,19,29,23,2019,1998,Koon-Kiu Yan,"Bioinformatics Research Scientist,  St Jude Children's Research Hospital None","computational biology,3D genome,networks,single-cell transcriptomics,genomics",40
14392,10384,Verified email at tongji.edu.cn - ,33,29,55,47,2018,2003,Yong Zhang 张勇,"Professor of Bioinformatics,  Tongji University None","Bioinformatics,Epigenomics,Embryogenesis",74
14708,9354,Verified email at uni-greifswald.de - ,39,36,57,50,2019,1991,Mario Stanke,"Professor of Bioinformatics,  University of Greifswald None","gene prediction,comparative genome analysis,conditional random fields,expression analsyis using RNA-seq",109
14895,4113,Verified email at illinois.edu - ,55,31,161,100,2019,1977,Gustavo Caetano-Anolles,"Professor of Bioinformatics,  University of Illinois None","Computational biology,Evolutionary genomics",316
14897,4522,Verified email at glasgow.ac.uk - ,57,35,112,83,2019,1994,David L Robertson,"Professor, CVR Bioinformatics, MRC- University of Glasgow  Centre for Virus Research","Computational biology,bioinformatics,molecular evolution,virology,viral evolution",178
15001,10089,Verified email at ebi.ac.uk - ,26,23,30,26,2019,1994,Andrew D Yates,"European Molecular Biology Laboratory,  European Bioinformatics Institute None","Bioinformatics,databases",59
15223,5508,Verified email at uni-jena.de - ,51,34,147,95,2020,1952,Stefan Schuster,"Professor of Bioinformatics,  Jena University None","Mathematical Biology,Theoretical Biology,Systems Biology",334
47669,24644,Verified email at jhu.edu - ,96,64,313,223,2019,1978,Alan Yuille,"Professor of Cognitive Science and Computer Science,  Johns Hopkins University None",,679
48265,25795,Verified email at cs.princeton.edu,85,48,269,183,2019,1925,Kai Li,"Professor of computer science,  Princeton university  ","Operating systems,parallel computing,computer architecture,content-based search,computational biology",861
48439,10298,Verified email at cs.cmu.edu - ,92,46,426,201,2019,1909,Katia Sycara,"Professor School of Computer Science,  Carnegie Mellon University None","Artificial Intelligence,Multi-Robot  Systems,Human Robot Interaction,Multi-Agent Systems,Semantic Web",987
48628,12166,Verified email at cs.stanford.edu,89,47,169,117,2016,1969,Stuart K. Card,"Adjunct Professor, Computer Science Dept.,  Stanford University None",Human Computer Interaction,305
48552,12766,Verified email at cs.stonybrook.edu - ,57,38,157,92,2019,1843,Samir R. Das,"Professor, Computer Science Department,  Stony Brook University None","wireless networks,sensor networks,ad hoc networks,dynamic spectrum access",911
49122,15881,Verified email at iro.umontreal.ca - ,59,35,116,75,2019,1978,Gilles Brassard,"Professor of computer science,  Université de Montréal None","quantum information,cryptography,foundations of physics",188
15260,6738,Verified email at igmm.ed.ac.uk - ,41,31,65,56,2019,1994,Colin Semple,"Professor/Head of Bioinformatics, MRC Institute of Genetics and Molecular Medicine, University of Homepage None","Bioinformatics,genomics,evolution",114
15373,13279,Verified email at mdanderson.org,55,47,140,129,2019,1984,Jing Wang,"Professor of Bioinformatics, University of Texas  M.D.Anderson Cancer Center None",Bioinformatics and Computational Biology,293
15514,13974,Verified email at uni-bonn.de,50,47,106,101,2019,2004,Stefan Herms,IT-Support & Bioinformatics Genomics None,"Genomics,Proteomics,Bioinformatics,Lab Automation,Biobank",218
15608,7207,Verified email at kcl.ac.uk - ,44,38,91,81,2019,1973,Professor Richard Dobson,"Group lead and Professor in Bioinformatics,  Kings College London None","Bioinformatics,Biomarkers,Genomics,Big Data,EHR text mining",292
15638,5504,Verified email at icm.uu.se,57,30,133,66,2019,1970,Bengt Persson,"Professor of Bioinformatics,  Uppsala University  and Karolinska Institutet",Bioinformatics,253
16115,7412,Verified email at dundee.ac.uk,24,17,31,20,2013,1991,David MA Martin,"Senior Lecturer in Bioinformatics,  University of Dundee None",Bioinformatics Genomics Proteomics,41
16259,9703,Verified email at cellsignal.com,42,39,50,49,2019,2006,Florian Gnad,Director of Bioinformatics None None,,93
49696,15890,Verified email at cs.drexel.edu,80,50,551,256,2019,14,Jeremy Johnson,"Professor of Computer Science,  Drexel University None",,3100
16629,6175,Verified email at bioinf.man.ac.uk - ,52,31,108,60,2019,1973,Terri Attwood,"Professor of Bioinformatics, School of Computer Science, The  University of Manchester , UK","Bioinformatics,protein sequence analysis,linking literature with research data",302
17242,9662,Verified email at uams.edu - ,55,37,149,98,2019,1991,Dave Ussery,"Professor of Bioinformatics,  UAMS None",Genomics,315
17443,11890,Verified email at qmul.ac.uk - ,42,34,96,80,2019,1973,Michael R Barnes,"Director of Bioinformatics, Centre for for Translational Bioinformatics,  QMUL None","Computational Biology,Genomics,Drug Discovery,Drug Repositioning,Translational research",376
49858,22982,Verified email at cs.berkeley.edu - ,92,72,195,150,2019,1969,David Wagner,"Professor of Computer Science,  UC Berkeley None",computer security,364
49934,17026,Verified email at weizmann.ac.il,89,54,200,142,2019,1981,Oded Goldreich,"Professor of Computer Science,  Weizmann Institute of Science None","Theory of computation,Theoretical Computer Science",525
49992,23009,Verified email at eng.ucsd.edu,90,64,213,157,2019,1971,Pavel Pevzner,"Professor of Computer Science,  University of California at San Diego None","Bioinformatics,Algorithms,Computational Biology",413
50225,18731,Verified email at ics.uci.edu - ,77,52,202,142,2019,1985,Padhraic Smyth,"Professor, Computer Science,  University of California Irvine None","machine learning,artificial intelligence,pattern recognition,data mining,applied statistics",426
50744,15748,Verified email at cs.umass.edu - ,105,61,337,211,2019,1975,W. Bruce Croft,"Distinguished Professor of Computer Science,  University of Massachusetts Amherst None",Information Retrieval,624
50916,14451,Verified email at cs.ox.ac.uk - ,94,56,349,202,2019,1985,Ian Horrocks,"Professor of Computer Science,  University of Oxford None","Semantic Web,Ontologies,Knowledge Representation,Artificial Intelligence,Logic in Computer Science",893
50268,38716,Verified email at uestc.edu.cn,92,76,1033,912,2019,1971,Junlin Zhou,"Associate Professor of Computer Science,  Uninversity of Electronic Science and Technology of China None","Recommender System,Data Mining,Big Data Analyze",3292
51696,20702,Verified email at cs.columbia.edu - ,122,72,283,231,2019,1980,Shree Nayar,"Professor of Computer Science,  Columbia University None","Computer Vision,Computational Imaging,Computational Photography,Computer Graphics,Robotics",476
51944,31919,Verified email at asu.edu - ,97,82,375,308,2019,1986,Huan Liu,"Professor of Computer Science and Engineering,  Arizona State University None","Feature Selection,Data Mining,Social Computing,Social Media Mining,Social Network Analysis",725
52079,9363,Verified email at liacs.leidenuniv.nl,86,37,370,119,2019,1966,Grzegorz Rozenberg,"Professor of Computer Science,  Leiden University None","computer science,natural computing,concurrency,formal language theory,computability",1153
17501,11179,Verified email at dkfz.de,68,51,159,132,2019,1985,Benedikt Brors,"Division of Applied Bioinformatics,  German Cancer Research Center DKFZ Heidelberg None","bioinformatics,precision medicine,biostatistics,cancer research,computational biology",386
17687,5058,No verified email,66,37,126,89,2019,1985,Matthew Cotten,"Professor of Pathogen Genomics and Bioinformatics, MRC/UVRI and LSHTM Uganda Research Unit, Entebbe Virology None",Virology,194
17847,7075,Verified email at rug.nl - ,59,39,132,79,2019,1978,ritsert jansen,"Professor of Bioinformatics, Dean of Talent Development Homepage None","Statistical bioinformatics,quantitative genetics,statistics",270
17866,6461,Verified email at bioinformatics.ca,33,21,66,37,2019,1988,Francis Ouellette,Origin Bioinformatics bioinformatics None,bioinformatics,150
18017,16075,Verified email at isb-sib.ch,25,25,28,27,2019,2009,Damian Szklarczyk,SIB Swiss Institute of Bioinformatics / University of Zurich Systems Biology None,"Systems Biology,Drug Discovery,Gene Orthology",44
18055,16819,Verified email at svi.edu.au - ,16,15,19,19,2019,2009,Davis J McCarthy,"Head, Bioinformatics and Cellular Genomics,  St Vincent's Institute of Medical Research None","Statistics,Genetics,Gene Expression",39
18073,15499,Verified email at uq.edu.au,27,25,35,32,2019,2005,Donovan Parks,Bioinformatic Consultant bioinformatics None,"bioinformatics,metagenomics,biogeography,information visualization",46
18132,8782,Verified email at inf.uth.gr,49,41,76,64,2019,1993,Artemis Hatzigeorgiou,"Professor of  Bioinformatics,  University of Thessaly None","Bioinformatics,computational biology,machine learning",142
18238,9419,Verified email at menapii.com,31,23,35,31,2019,2000,Filip Pattyn,"consultant in bioinformatics, menapii bioinformatics None","bioinformatics,genomics,next-generation sequencing,genetics,qPCR",97
18907,6776,Verified email at ebi.ac.uk - ,36,21,60,29,2019,1987,Andrew Leach,"Head of Chemistry Services,  European Bioinformatics Institute None","drug discovery,computational chemistry,cheminformatics,structure-based design,medicinal chemistry",126
52224,20614,Verified email at columbia.edu - ,114,70,470,300,2019,1991,Shih-Fu Chang,"Professor of Electrical Engineering and Computer Science,  Columbia University None","Multimedia,Computer Vision,Machine Learning,Signal Processing,Information Retrieval",878
53022,11359,Verified email at cs.pitt.edu,71,36,197,67,2018,1764,Bruce Buchanan,"University Professor of Computer Science,  University of Pittsburgh None","Artificial Intelligence,Philosophy of Science,Medical Informatics,Expert Systems,Dendral and Mycin",432
53265,14356,Verified email at usc.edu,93,59,229,156,2019,1814,Ramesh Govindan,"Professor of Computer Science,  University of Southern California None",Computer Networks,488
53414,24700,Verified email at uchicago.edu - ,98,62,195,146,2019,1989,Michael Franklin,"Liew Family Chair of Computer Science,  University of Chicago None","Data Management,Database Systems,Computer Systems,Distributed Systems",360
52275,25175,Verified email at mirlab.org - ,56,45,539,401,2019,1957,J.-S. Roger Jang,"Dept of Computer Science and Information Engineering, National Taiwan University, Taiwan Homepage None","machine learning,neural networks,music analysis and retrieval,speech recognition/scoring/synthesis,image analysis/understand",3077
53495,19865,Verified email at eng.ucsd.edu - ,103,71,219,188,2019,1977,Mihir Bellare,"Professor, Department of Computer Science and Engineering,  University of California San Diego  (UCSD)","Cryptography,Security,Theory",288
54357,17697,Verified email at ee.stanford.edu,127,63,424,269,2019,1982,Mark Horowitz,Professor of Electrical Engineering and Computer Science VLSI None,"VLSI,Hardware,Graphics and Imaging,Applying Engineering to Biology",731
54469,29636,Verified email at cs.berkeley.edu - ,107,85,246,222,2020,1976,Dawn Song,"Professor of Computer Science,  UC Berkeley None",Computer Security and Privacy,436
53844,26814,Verified email at um.edu.my,95,63,1136,620,2018,1958,Lee Sai Peck,"Professor, Faculty of Computer Science and Information Technology,  University of Malaya None",Software Engineering,3141
