citation,citation_2014,email,hindex,hindex_2014,iindex,iindex_2014,maxyear,minyear,name,position,tags,totaltitle
24478,10067,Verified email at cs.umn.edu - ,71,53,198,168,2019,1982,Tian He,"Professor, ACM/IEEE Fellow, Department of Computer Science & Engineering,  University of Minnesota None","Cyber Physical Systems,IOT,Wireless Sensor Networks,Real-time Systems",347
24444,16486,Verified email at uwaterloo.ca - ,65,51,262,177,2019,1989,Raouf Boutaba,"Professor of Computer Science,  University of Waterloo None","Network Management,Network Virtualization,Cloud Resource Management",749
24500,6367,Verified email at cs.colostate.edu - ,64,36,187,100,2019,1968,Darrell Whitley,"Professor of Computer Science,   Colorado State University None","Artificial Intelligence,Local Search,Evolutionary Computation,Neural Networks",385
24488,9721,Verified email at st-andrews.ac.uk - ,57,31,163,82,2018,1977,Ian Sommerville,"Professor of Computer Science,  University of St Andrews None","software engineering,dependability,cscw,sociotechnical systems,responsibility",449
24786,24697,Verified email at cs.unc.edu - ,11,10,11,10,2018,2009,Wei Liu,"PhD Student of Computer Science,  UNC Chapel Hill None",Computer Vision,12
24615,12788,Verified email at comp.nus.edu.sg - ,63,46,158,111,2019,1980,Wing-Kin Sung,"Professor of Computer Science,  National University of Singapore None","Algorithm,bioinformatics",347
24796,7076,Verified email at cs.nyu.edu - ,77,43,197,116,2019,1983,Dennis Shasha,"Professor of Computer Science,  New York University None","database,biology,genomics,algorithms",630
24817,9083,Verified email at cs.ucsb.edu - ,79,46,329,159,2020,1946,Divyakant Agrawal,"Professor of Computer Science,  UCSB None","Big Data & Cloud Computing,Databases,Distributed Systems,Data Security & Privacy",889
24943,13348,Verified email at mail.usf.edu,56,38,173,92,2019,1953,Lawrence Hall,"Professor of Computer Science and Engineering,  University of South Florida None","artificial intelligence,pattern recognition,data mining,fuzzy sets",428
25196,10152,Verified email at weizmann.ac.il,67,45,101,81,2019,1990,Michal Irani,"Professor of Computer Science,  Weizmann Institute None","Computer Vision,Image Processing,Video Information Analysis",150
24944,12253,Verified email at seas.upenn.edu - ,73,52,271,193,2019,1971,Dan Roth,"Professor of Computer Science,  University of Pennsylvania None","Natural Language Processing,Machine Learning,Knowledge Representation and Reasoning,Artificial Intelligence",515
25204,11741,Verified email at cse.msu.edu,50,35,117,91,2019,1981,Pang-Ning Tan,"Professor of Computer Science,  Michigan State University None",Data mining,242
25216,7844,Verified email at cs.ucla.edu,64,41,120,84,2019,1992,Songwu Lu,"Professor of Computer Science,  UCLA None","Wireless networking,mobile systems,cloud computing,network security",241
25328,13909,No verified email,68,47,529,348,2019,1948,Raj Sharma,Professor of Computer Science SVM None,"SVM,Cloud Computing and IoT",3071
25370,16231,No verified email,66,50,594,442,2019,1911,sandeep singh,Engineering in computer science industrial health and safety None,industrial health and safety,3131
25441,7730,Verified email at cs.harvard.edu - ,69,42,169,107,2019,1991,Madhu Sudan,"Gordon McKay Professor of Computer Science,  Harvard University None",,496
25400,9550,Verified email at cs.ucla.edu - ,83,49,374,205,2019,1920,Jingsheng Jason Cong,"Chancellor's Professor of Computer Science and Electrical Engineering,  University of California, Los None","customized computing for big data applications,energy-efficient computing,electronic design automation",705
25460,16473,Verified email at urv.cat - ,60,49,188,135,2019,1961,Alex Arenas,"Professor of Computer Science and Mathematics,  Universitat Rovira i Virgili None","Complex networks,complex systems,applied mathematics,synchronization,modular structure",414
25531,3240,Verified email at cs.ubc.ca - ,42,18,77,25,2019,1937,Gregor Kiczales,"Professor of Computer Science,  University of British Columbia None","Programming Languages,Modularity,Software Engineering",168
25534,9215,Verified email at cs.ucr.edu - ,79,47,290,181,2019,1974,K. K. Ramakrishnan,"Professor of Computer Science and Engineering,  University of California, Riverside None",Computer Networking and Communications,713
25624,6822,Verified email at mit.edu - ,58,38,124,81,2019,1973,Tomas Lozano-Perez,"Professor of Computer Science,  MIT None","Robotics,Motion Planning,Machine Learning",259
25645,7902,Verified email at cs.yale.edu,57,42,101,77,2019,1761,Vladimir Rokhlin,"Professor of Computer Science and Mathematics,  Yale University None","Partial Differential Equations,Numerical Analysis,Scattering Theory,Numerical Linear Algebra,Integral Equations",247
25479,17966,Verified email at tsinghua.edu.cn - ,62,57,621,464,2016,1752,Minlie Huang,"computer science,  Tsinghua University None","text mining,natural language processing,opinion mining",2965
25763,3477,Verified email at cs.stanford.edu - ,63,20,194,40,2016,1899,Gio Wiederhold,"Emeritus Professor of Computer Science, Electrical Enginering, & Medicine,  Stanford University None","Databases,Knowledge bases,Software,Intellectual capital,Taxation",472
25770,10036,Verified email at cs.rpi.edu - ,67,44,161,115,2019,1,Mohammed J. Zaki,"Professor, Computer Science Department,  RPI None","Data Mining,Machine Learning,Graph Mining,Bioinformatics",376
25783,4599,Verified email at email.arizona.edu - ,34,17,59,21,2019,1970,Ravi Sethi,"Professor, Computer Science, The  University of Arizona None","Software Engineering,Compilers,Programming Languages",131
25866,18932,Verified email at cse.psu.edu,67,56,167,126,2019,1976,Patrick McDaniel,"William L. Weiss Professor, Computer Science and Engineering,  Penn State Unviersity None","computer and network security,network management,networking,cellular systems,mobile operating systems",349
25916,5045,Verified email at cs.stanford.edu - ,56,30,98,43,2019,1977,John Ousterhout,"Professor of Computer Science,  Stanford University None","Operating systems,storage systems,distributed systems,datacenter computing,Web applications",180
25967,12495,Verified email at uci.edu - ,51,41,88,85,2019,2000,Xiaohui Xie,"Professor of Computer Science,  University of California, Irvine None","AI,Machine Learning,Genomics,Neural Computation",151
26044,4925,Verified email at tufts.edu,34,24,55,40,2019,1991,Donna Slonim,"Associate Professor of Computer Science,  Tufts University ; Genetics Faculty, Sackler School of Graduate Biomedical Sciences, Tuf","Translational Bioinformatics,Computational Biology",144
25938,12126,Verified email at cs.utexas.edu - ,78,50,356,237,2019,1919,Peter Stone,"Professor of Computer Science, The  University of Texas at Austin None","Artificial Intelligence,Machine Learning,Reinforcement Learning,Multiagent Systems,Robotics",737
26135,17464,Verified email at nd.edu - ,59,49,145,128,2019,1998,Nitesh V Chawla,"Frank Freimann Professor of Computer Science & Engg.,  Notre Dame None","Data science,machine learning,network science,social networks,healthcare analytics",430
26089,18816,Verified email at kth.se - ,77,64,410,333,2019,1770,Karl H. Johansson,"Electrical Engineering and Computer Science,  KTH Royal Institute of Technology, Stockholm None","Control theory,Cyber-physical systems,Networked control systems,Hybrid systems,Networked systems",967
26229,7229,Verified email at informatik.uni-leipzig.de - ,49,30,105,64,2019,1868,Gerhard Brewka,"Professor of Computer Science,  Leipzig University None","Artificial Intelligence,Knowledge Representation",282
26275,4951,Verified email at inf.ed.ac.uk,61,34,128,71,2019,1970,Gordon Plotkin,"Laboratory for Foundations of Computer Science, School of Informatics,  University of Edinburgh None",,297
26324,7574,Verified email at cs.washington.edu,72,38,202,108,2018,1895,Gaetano Borriello,"Professor of Computer Science & Engineering,  University of Washington None","ICTD,mobile systems,ubiquitous computing,pervasive computing,sensor systems",372
26348,6364,Verified email at dis.uniroma1.it - ,79,35,187,101,2019,1970,Maurizio Lenzerini,"Professor of Computer Science,  Università di Roma La Sapienza None","Data Management,Artificial Intelligence,Knowledge Representation,Description Logics,Ontology languages",442
26385,16449,Verified email at uw.edu - ,63,41,194,121,2019,1989,Jeffrey A. Bilmes,"Professor of Electrical Engineering and Computer Science,  University of Washington Seattle None","machine learning and artificial intelligence,combinatorial optimization,speech and langauge processing,bioinformatics,high p",403
26388,5720,Verified email at UvT.nl,49,30,144,52,2018,1980,Emile Aarts,"Professor of Computer Science,  Tilburg University None",,454
26401,9397,Verified email at mia.uni-saarland.de - ,72,42,231,148,3,1992,Joachim Weickert,"Professor of Mathematics and Computer Science,  Saarland University None","Image Analysis,Partial Differential Equations,Variational Methods,Data Compression,Scientific Computing",411
26424,9514,Verified email at princeton.edu,71,49,183,125,2019,1977,Margaret Martonosi,"Professor of Computer Science,  Princeton University None",Computer Architecture and Mobile Computing,339
26430,5339,Verified email at cs.washington.edu - ,75,38,139,74,2017,1978,Henry M. Levy,"Director and Wissner-Slivka Chair, Paul G. Allen School of Computer Science & Engineering Homepage None","Operating Systems,Distributed Systems,Computer Architecture",214
26451,5663,Verified email at cise.ufl.edu,71,34,277,102,2019,1900,Sartaj Sahni,"Distinguished Professor of Computer Science,  University of Florida None","algorithms,data structures,scheduling,gpu computing,multicore computing",823
26479,7996,Verified email at cs.ox.ac.uk,72,40,310,148,2019,1907,Nigel Shadbolt,"Professor of Computer Science,  University of Oxford None","Artificial Intelligence,Web Science,Semantic Web,Linked Data,Open Data",734
26559,8166,Verified email at nyu.edu - ,75,37,202,110,2019,1953,Keith Ross,"Leonard J. Shustek Professor of Computer Science, Dept. of Computer Science and Engineering,  NYU None","Deep Reinforcement Learning,Privacy,Networking,Markov Decision Processes",381
26512,10357,Verified email at usc.edu - ,74,50,228,170,2019,1998,Bhaskar Krishnamachari,"Professor of Electrical and Computer Engineering, and Computer Science, University of Southern Homepage None","Internet of Things,Blockchain,Connected Vehicles,Online Learning and Deep Reinforcement Learning",543
26734,9445,Verified email at cs.man.ac.uk,80,42,282,133,2019,1990,Carole Goble,"Professor of Computer Science,  University of Manchester None","Semantic web,bioinformatics,escience,social computing,workflows",659
26600,12803,Verified email at cs.yale.edu - ,61,47,409,260,2019,1948,Y. Richard Yang,Professor of Computer Science at  Yale University None,"Computer Networks,Software Defined Networking,Networked Systems",3084
26740,14487,Verified email at gmu.edu - ,61,49,726,405,2019,1964,Jim X. Chen,"Professor of Computer Science,  George Mason University None","Graphics,Visualization,Virtual Reality,Medical Imaging",3078
26875,7601,Verified email at Stanford.edu,89,47,216,116,2019,1954,John C Mitchell,"Professor of Computer Science,  Stanford University None","Computer security,programming languages,mathematical logic,education",418
26828,13730,Verified email at office365.cdgi.edu.in,68,48,504,301,2019,1884,Jagmeet Singh,Student Of Computer Science Artificial Intelligence None,"Artificial Intelligence,Embedded Systems",3064
27024,11845,Verified email at cs.jhu.edu - ,72,53,314,208,2020,1984,Gregory Hager,"Mandell Bellmore Professor of Computer Science,  Johns Hopkins University None","Robotics,Computer Vision,Medicine,HCI",606
27135,6464,Verified email at cs.rutgers.edu - ,70,37,158,83,2019,1970,Badri Nath,"Professor of Computer Science,  Rutgers University None","Socio-computing networks,Wireless,mobile computing",336
27092,9935,Verified email at usc.edu - ,82,48,434,261,2019,1988,Massoud Pedram,"Charles Lee Powell Professor of Electrical Engineering & Computer Science, Univ of Southern Homepage None","Energy Efficient Electronics,Power-aware computing,Energy Harvesting and Storage Systems,Computer Aided Design of VLSI Circui",968
27165,9908,Verified email at cs.technion.ac.il - ,71,46,200,145,2019,1983,Ron Kimmel,"Professor of Computer Science,  Technion , Israel ","Image processing,computer vision,shape analysis,medical imaging,metric geometry",471
27169,12372,Verified email at cs.uregina.ca - ,85,54,286,185,2020,1987,"Yiyu Yao (Y.Y. Yao, 姚一豫)","Professor of Computer Science,  University of Regina None","Three-way decisions,Rough sets,Granular computing,Information retrieval,Web intelligence",468
27159,17675,Verified email at iiu.edu.pk,68,53,696,497,2019,1848,Asma Hussain,"Student of Computer Science,  International Islamic University Islamabad None",Computer Science,3080
27198,10811,Verified email at ibspan.waw.pl,72,45,331,166,2020,1976,Janusz Kacprzyk,"Professor of Computer Science,  Systems Research Institute , Polish Academy of Sciences","artificial intelligence,computational intelligence,decision making,control and robotics,systems modeling",1068
27275,11475,Verified email at cs.washington.edu,54,44,78,74,2019,1986,Brian Curless,"Professor of Computer Science & Engineering,  University of Washington None","Computer Graphics,Computer Vision,Human-Computer Interaction",117
27252,10347,Verified email at cs.huji.ac.il - ,71,47,142,109,2019,1954,Noam Nisan,"Professor of Computer Science,  Hebrew University of Jerusalem None","Algorithmic Game Theory,Game Theory,Complexity,Mechanism Design,Auction Theory",278
27381,20354,Verified email at informatik.uni-freiburg.de,46,36,120,70,2019,1979,Martin Riedmiller,"Professor of Computer Science,  Albert-Ludwigs-Universitaet Freiburg None","Artificial Intelligence,Machine Learning,Robotics",236
27393,11039,Verified email at wustl.edu - ,67,27,141,57,2019,1894,Jonathan Turner,"Senior Professor of Computer Science,  Washington University in St. Louis None","Networking,algorithms,switching systems,routers,data communications",328
27356,15390,Verified email at cqu.edu.au,79,58,595,392,2019,1934,Hong Lee,"PhD Researcher of Computer Science,  CQUniversity None","Neural networks,pattern recognition,data compression,handwriting recognition,character segmentation",1017
27451,9126,Verified email at pdx.edu - ,44,27,74,41,2019,1966,Melanie Mitchell,"Professor of Computer Science,  Portland State University None","Artificial Intelligence,Machine Learning,Complex Systems,Evolutionary Computation",183
27443,5152,Verified email at cc.gatech.edu,58,26,154,55,2019,1975,Shamkant B Navathe,"Professor of Computer Science,  Georgia Institute of Technology None",Database Systems,335
27459,9239,Verified email at uchicago.edu - ,64,52,136,111,2019,1998,Ben Y. Zhao,"Neubauer Professor of Computer Science,  University of Chicago None","Security,Adversarial Machine Learning,Mobile Computing,HCI,Online Social Networks",235
27674,7879,Verified email at umich.edu - ,59,33,141,79,2019,1968,Todd Austin,"Professor of Computer Science and Electrical Engineering,  University of Michigan None","Hardware Security,Computer Architecture,Computer Security,Reliability,Low-power Design",331
27610,8821,Verified email at eecs.northwestern.edu - ,78,47,398,173,2019,1977,Aggelos K Katsaggelos,"Joseph Cummings Professor of Electrical Engineering and Computer Science,  Northwestern University None","Multimedia signal processing and communications,image processing,video processing,machine learning,computational photography",1088
27682,6717,Verified email at cs.cornell.edu - ,72,40,161,99,2020,1985,Bart Selman,"Professor of Computer Science,  Cornell University None",Artificial Intelligence,325
27775,9547,Verified email at cs.cmu.edu - ,72,42,263,134,2019,1958,Jaime Carbonell,"Professor of Computer Science,  Carnegie Mellon University None","Machine Learning,Artificial Intelligence,Language Technologies,Computational Biology",636
27797,7670,Verified email at cc.gatech.edu - ,60,30,167,81,2019,1986,Ronald C. Arkin,"Regents' Professor of Computer Science,  Georgia Tech None","artificial intelligence,robotics,robot ethics,autonomous agents",402
27832,7099,Verified email at cs.technion.ac.il,52,26,116,58,2019,1970,Orna Grumberg,"Professor of Computer Science,  Technion None","Formal verification,model checking",265
27892,19501,Verified email at cs.cmu.edu - ,83,69,289,260,2019,1972,Eric Xing,"Professor of Machine Learning, Language Technology, Computer Science, Cargenie Mellon University Homepage None","Machine Learning,Optimization,Statistics,Social network,Information Retrieval",628
27950,7945,Verified email at cs.auckland.ac.nz - ,66,31,220,90,2019,1977,Pat Langley,"Director, ISLE; Professor of Computer Science,  University of Auckland None","Artificial Intelligence,Cognitive Systems,Computational Scientific Discovery,Agent Architectures,Conversational Interfaces",505
27985,15402,Verified email at cs.ucla.edu - ,72,48,203,159,2019,1983,Rafail Ostrovsky,"Professor of Computer Science, Professor of Mathematics,  UCLA None","Theoretical Computer Science,Cryptography,Information Security,Algorithms,Computer Security",374
28062,16589,Verified email at cad.zju.edu.cn,64,53,166,146,2019,1971,Xiaofei He,"Professor of Computer Science,  Zhejiang University None","machine learning,computer vision,data mining",296
28100,9807,Verified email at cs.brown.edu,68,38,193,115,2019,1959,Maurice Herlihy,"Professor of Computer Science,  Brown University None",Concurrent systems,442
28259,7869,Verified email at ucalgary.ca - ,88,49,252,143,2019,1913,Saul Greenberg,"Professor, Computer Science,  University of Calgary None","Human Computer Interaction,Ubiquitous Computing,Computer Supported Cooperative Work",529
28321,3811,Verified email at cs.umass.edu - ,83,29,308,91,2019,1966,Victor Lesser,"School of Computer Science,  University of Massachusetts Amherst None","Multi-Agent Systems,AI",615
28067,18555,Verified email at uwaterloo.ca - ,71,54,598,437,2019,1927,Atif Khan,"Computer Science,  University of Waterloo None","Electronic Information Privacy & Security,Datamining,Semantic Web,Machine Learning",3056
28446,13106,Verified email at uwaterloo.ca - ,39,34,75,59,2019,1996,Yuri Boykov,"Professor, Computer Science,  University of Waterloo None","computer vision,biomedical image analysis",144
28455,7048,Verified email at cs.bu.edu - ,68,40,115,78,2019,1986,Mark Crovella,"Professor of Computer Science,  Boston University None","Networking,Systems,Data Mining,Statistics",238
28381,8464,Verified email at ncsu.edu - ,74,42,383,170,2019,1925,Munindar P Singh,"Professor of Computer Science,  North Carolina State University None","Multiagent Systems,Service-Oriented Computing,Software Engineering,Social Computing",3107
28720,7710,Verified email at cmi.arizona.edu,79,40,266,121,2019,1800,"J F Nunamaker, Jr.","Regents and Soldwedal Professor of MIS, Computer Science and Communication Systems Analysis and Design None","Systems Analysis and Design,Collaboration Technology,Deception Detection",560
28627,15950,Verified email at usal.es - ,76,58,617,398,2020,1915,Juan M. Corchado,"Professor of Computer Science, IoT Digital Innovation Hub,  University of Salamanca None","Sentiment analysis,case based reasoning,marketing research,IoT,tourism",2949
28755,20052,Verified email at cs.tum.edu - ,82,60,509,402,2020,1989,Nassir Navab,"Professor of Computer Science,  Technische Universität München None",,1379
28888,11297,Verified email at usc.edu - ,88,55,339,239,2019,1993,Gaurav Sukhatme,"Professor and Fletcher Jones Endowded Chair, Departments of Computer Science and Electrical Homepage None","Robotics,Artificial Intelligence,Robot Networks,Motion Planning,Machine Learning",716
29375,16548,Verified email at inf.ethz.ch - ,88,66,340,281,2019,1986,Marc Pollefeys,"Director of Science, Microsoft HoloLens; Professor of Computer Science,  ETH Zurich None","Computer Vision,Computer Graphics,Robotics,Machine Learning,Augmented Reality",597
28765,21294,Verified email at sslab.cs.nthu.edu.tw,69,56,688,555,2020,1937,Jiayi Zhou,"Computer Science,  National Tsing Hua University None",,2680
29378,13610,Verified email at cs.stanford.edu,62,44,123,91,2019,2000,Philip Levis,"Professor of Computer Science,  Stanford University None","Operating Systems,Network Systems,Sensor Networks,Embedded Systems",246
29480,22012,Verified email at fordham.edu,40,36,79,62,2019,1981,Xiaolan Zhang,"Associate Professor of Computer Science,  Fordham University None",,217
29438,11034,Verified email at site.uottawa.ca - ,82,52,274,176,2019,1986,Ivan Stojmenovic,"Professor of Computer Science,  University of Ottawa None","wireless networks,algorithms,parallel and distributed systems,cyber physical systems,computational geometry",660
29618,16365,Verified email at cs.tau.ac.il - ,54,47,121,108,2019,1992,Lior Wolf,The School of Computer Science at  Tel Aviv University None,,275
29583,14741,Verified email at illinois.edu - ,61,41,253,151,2019,1984,Laxmikant Kale,"Professor or Computer Science,  University of Illinois None","parallel programming,parallel computing,high performance computing,computational science",584
29673,14522,Verified email at cs.wisc.edu,78,52,274,197,8,1926,Somesh Jha,"Lubar Chair of Computer Science,  University of Wisconsin None","Adversarial Machine Learning,Security,Formal methods,Programming Languages",727
29678,20264,Verified email at weizmann.ac.il - ,81,63,299,244,2019,1949,Yonina Eldar,"Math and Computer Science,  Weizmann None","signal processing and machine learning,medical imaging,optics,communications and radar,optimization",866
29751,7267,Verified email at liacs.leidenuniv.nl - ,59,29,162,91,2019,1983,Thomas Bäck,"Professor of Computer Science,  Leiden University None","Evolutionary Computation,Big Data,Machine Learning,Industry 4.0,Natural Computing",385
29828,14250,Verified email at robotics.stanford.edu,61,45,130,89,2019,1938,Kenneth Salisbury,"Professor of Computer Science and Surgery,  Stanford University None","robotics-haptics,surgical-simulation,design,magic,flute",219
29881,10335,Verified email at cs.cmu.edu,55,38,113,74,2019,1981,Yiming Yang,"Professor of Computer Science,  Carnegie Mellon University None","machine learning,information retrieval",296
29894,18420,Verified email at mit.edu,85,63,211,180,2019,1985,Fredo Durand,"Professor of Computer Science,  MIT None","Computer Graphics,Computational Photography",450
29723,19994,Verified email at mnnu.edu.cn - ,74,60,636,493,2020,1967,William Zhu,"Minjiang Chair Professor of Computer Science, Minnan Normal University Homepage None","Rough set,Granular computing",3033
30220,9247,Verified email at unibo.it,40,26,72,46,2020,1989,Vittorio Maniezzo,"Department of Computer Science,  University of Bologna None","Heuristics,combinatorial optimization",189
30270,15808,Verified email at dsg.tuwien.ac.at - ,71,53,393,257,2019,1933,Schahram Dustdar,"Professor of Computer Science, Member of Academia Europaea, IEEE Fellow,  TU Wien , Austria","Distributed Systems,Internet of Things,Edge Computing,Cloud Computing,Smart Cities",1188
31156,18230,Verified email at cs.cornell.edu - ,37,28,45,40,2019,1993,Lillian Lee,"Professor of Computer Science, Cornell University. Pls see my homepg for data+updates+slides+etc Homepage None","all pubs hand-verified to be actually mine,natural language processing,computational linguistics,computational social science",63
31007,19662,No verified email - ,87,75,292,256,2016,1981,Mohan varshney,Professor of Computer Science Standford University Homepage None,"Biology,pricing theory",511
31193,14195,Verified email at mit.edu - ,90,53,290,159,2019,1986,Srini Devadas,"Edwin Sibley Webster Professor of Electrical Engineering and Computer Science,  MIT None","Computer security,Computer architecture,Applied cryptography,Computer-Aided Design",601
31333,11771,Verified email at cs.ucla.edu - ,82,53,180,127,2019,1983,George Varghese,"Professor of Computer Science,  University of California, Los Angeles None",Networking,322
31358,15368,Verified email at mit.edu - ,72,52,165,142,2019,1980,Piotr Indyk,"Professor of Electrical Engineering and Computer Science,  MIT None","Algorithms,Computational Geometry,Theoretical Computer Science",328
31416,11032,Verified email at cs.stanford.edu - ,67,48,113,98,2019,1986,Ronald Fedkiw,"Professor of Computer Science,  Stanford University None","Computer Graphics,Computer Vision,Computational Physics,Partial Differential Equations",195
31574,8478,Verified email at northwestern.edu,53,31,90,58,2018,1968,Andrew Ortony,"Professor Emeritus of Psychology, Education, and Computer Science,  Northwestern University None","Psychology and Artificial Intelligence,Metaphor,Emotion,Knowledge Representation",186
31589,13996,Verified email at uva.nl,61,36,215,92,2019,1977,Arnold Smeulders,"Professor of Computer Science,  University of Amsterdam None","computer vision,artificial intelligence,pattern recognition,multimedia analysis",560
31639,14745,Verified email at umich.edu,86,60,424,290,2019,1988,David Blaauw,"Professor of Electrical Engineering and Computer Science,  University of Michigan None","Integrated Circuit Design,Low Power Sensors",858
32165,11440,Verified email at uiuc.edu,77,47,197,118,2019,1716,David Forsyth,"Professor of Computer Science,  University of Illinois, Urbana Champaign None","Computer Vision,Computer Graphics,Machine Learning",414
32238,14664,Verified email at cornell.edu - ,65,44,125,87,2019,1982,Eva Tardos,"Professor of Computer Science,  Cornell University None","Algorithm,Game Theory",253
32270,12669,Verified email at cs.dartmouth.edu - ,82,52,229,128,2019,1961,Andrew T. Campbell,"Alfred Bradley 1915 Third Century Professor,  Computer Science,  Dartmouth College None",ubiquitous computing,503
32392,20228,Verified email at decsai.ugr.es - ,90,76,255,211,2020,1994,Enrique Herrera-Viedma,"Professor of Computer Science and Artificial Intelligence, Spain,  University of Granada None","Fuzzy sets,fuzzy decision making,computing with words,multiple criteria decision making,consensus",747
32516,9473,Verified email at acm.org - ,62,35,209,92,2019,1939,Raj Jain,"Professor of Computer Science and Engineering, Washington University in Saint Louis Homepage None","Network Security,Blockchains,Unmanned Aircraft Systems,Wireless and Mobile Networks,Performance Analysis",924
32366,17485,No verified email,74,53,692,428,2019,1854,Gill Harmandeep Singh,"Professor of Computer Science, Guru Nanak Dev university, Amritsar soft computing None","soft computing,Cloud computing",3132
32524,14529,Verified email at cs.rutgers.edu - ,89,58,376,221,2020,1989,Dimitris N. Metaxas,"Distinguished Professor  of Computer Science,  Rutgers University None","Computer Vision,Artificial Intelligence,Machine Learning,Medical Image Analysis,Biomedical Image Analysis",848
32809,14587,Verified email at inf.ethz.ch - ,57,41,102,77,2019,1994,Thomas Hofmann,"Professor of Computer Science,  ETH Zurich None","Machine Learning,Machine Intelligence,Natural Language Understanding",119
32806,15343,Verified email at uni-konstanz.de - ,76,54,315,225,2019,1977,Daniel Keim,"Professor of Computer Science, Data Analysis and Visualization,  University of Konstanz None","Data Analysis,Visualization,Visual Analytics,Data Mining,Clustering",849
32999,3930,Verified email at acm.org - ,63,30,156,59,2019,1967,Roch Guerin,"Professor or Computer Science & Engineering, Washington University in St. Louis Homepage None","networking,protocols,network economics,computer science",294
32856,7840,Verified email at illinois.edu - ,80,38,377,192,2020,1975,Jose Meseguer,"Professor of Computer Science,  University of Illinois at Urbana-Champaign None","Computer Science,Mathematics,Logic",731
33326,9730,Verified email at isi.edu - ,62,38,173,94,2020,1909,Yolanda Gil,"Research Professor of Computer Science,  University of Southern California None","Artificial Intelligence,Intelligent User Interfaces,Knowledge Capture,Scientific Workflows,Semantic Web",417
33634,12025,Verified email at eecs.berkeley.edu - ,84,56,343,194,2019,1991,Kannan Ramchandran,"Professor of Electrical Engineering and Computer Science,  UC Berkeley None","Signal Processing,Communications,Information Theory,Computer Vision,Networking",664
33728,8082,Verified email at vu.nl - ,67,36,203,83,2019,1983,Frank van Harmelen,"Dept. of Computer Science,  Vrije Universiteit Amsterdam None","Artificial Intelligence,Knowledge Representation,Semantic Web,Linked Data",492
33802,12688,Verified email at utstat.toronto.edu - ,44,36,75,53,2018,1962,Radford Neal,"Emeritus Professor, Dept. of Statistics and Dept. of Computer Science,  University of Toronto None","Bayesian inference,Monte Carlo methods,Information theory,Machine learning,Neural networks",123
33802,8398,Verified email at cs.columbia.edu,92,49,171,127,2019,1978,Mihalis Yannakakis,"Percy K. and Vida L. W. Hudson Professor of Computer Science,  Columbia University None","Algorithms,Complexity,Optimization,Verification,Databases",301
33855,12360,Verified email at cs.cmu.edu - ,80,48,417,228,2019,1971,Manuela M. Veloso,"Herbert A. Simon University Professor of Computer Science,  Carnegie Mellon University None","Artificial Intelligence,Robotics,Planning,Learning,Multirobot Systems",950
34060,14522,Verified email at mpi-inf.mpg.de,88,54,409,225,2019,1982,Gerhard Weikum,"Professor of Computer Science,  Max Planck Institute for Informatics , Saarland Informatics Campus","Databases,Data Mining,Information Retrieval,Web Data Management,Knowledge Bases",1079
34203,19147,Verified email at cs.sfu.ca - ,60,39,126,109,2019,1985,Martin Ester,"Professor of Computer Science,  Simon Fraser University None","Data Mining,Recommender Systems,Social Media,Bioinformatics",232
34480,17652,Verified email at cornell.edu - ,81,65,178,155,2019,1993,Ari Juels,"Professor, Computer Science,  Cornell Tech  (Jacobs); Co-Director, IC3","Blockchains,Smart Contracts,Computer Security,Applied Cryptography",335
34416,15835,Verified email at tau.ac.il - ,94,69,308,229,2019,1908,Daniel Cohen-Or,"Professor of Computer Science,  Tel Aviv University None","Graphics,Imaging,Geometric Modeling",848
34529,28750,Verified email at cs.uni-freiburg.de - ,74,63,156,135,2019,2001,Thomas Brox,"Professor of Computer Science,  University of Freiburg None","Computer Vision,Machine Learning,Artificial Intelligence,Robotics",234
34578,10159,Verified email at santafe.edu - ,76,49,181,113,2019,1976,Stephanie Forrest,"Professor of Computer Science, Univ. of New Mexico Homepage None",,314
34649,12108,Verified email at cs.cmu.edu - ,80,50,188,115,2019,1980,Mahadev Satyanarayanan,"Carnegie Group Professor of Computer Science,  Carnegie Mellon University None","edge computing,mobile computing,Internet of Things,pervasive computing,distributed systems",375
34709,10837,Verified email at usc.edu - ,96,53,284,182,2019,1987,Maja J Mataric,"Chan Soon-Shiong Prof. of Computer Science, Neuroscience, & Pediatrics,  U. of Southern California None","Robotics,Socially Assistive Robotics,Assistive Technology,Human-Robot Interaction",641
35301,29874,Verified email at cs.unc.edu - ,48,45,61,61,2019,2000,Alexander C Berg,"Professor of Computer Science,  University of North Carolina at Chapel Hill None","computer vision,machine learning,visual perception,web mining",88
36706,5935,Verified email at cs.pdx.edu - ,65,35,187,79,2019,1900,David Maier,"Professor of Computer Science,  Portland State University None",Database Systems,390
36695,16377,Verified email at columbia.edu - ,95,67,237,178,2019,1979,Salvatore Stolfo,"Professor of Computer Science,  Columbia University None",Security,464
36830,15239,Verified email at cs.columbia.edu - ,59,41,98,80,2019,1975,Peter Belhumeur,"Professor of Computer Science,  Columbia University None","Computer Vision,Machine Learning,Biometrics,Computer Graphics",199
37707,13207,Verified email at utdallas.edu - ,79,50,215,141,2019,1981,Mark Spong,Erik Jonsson School of Engineering and Computer Science at the  University of Texas at Dallas None,"robotics,control,mechatronics",421
